"UF";"Município";"Cargo";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Partido";"Coligação";"Turno";"Situação de totalização";"Votos nominais do candidato";"Votos válidos por abrangência";"% votos válidos";"Data última totalização"
"RN";"ALEXANDRIA";"Vereador";"15000";"IONE COSTA DE LIMA MANIÇOBA";"IONE FORTUNATO";"PMDB";"PMDB";"1";"Suplente";"1";"9100";",01";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"40123";"DELVAIR ALVES DE ALMEIDA";"DEUVA";"PSB";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Suplente";"1";"9100";",01";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"40333";"LUANA CRISTINA PAIVA DE OLIVEIRA";"LUANA";"PSB";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Suplente";"1";"9100";",01";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"35555";"RIVANDA DA SILVA ALVES";"RIVANDA ALVES";"PMB";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Suplente";"1";"9100";",01";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"90123";"ALECIANA BEZERRA DA SILVA";"ALECIANA";"PROS";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Suplente";"1";"9100";",01";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"55000";"FRANCISCO GERMANO DA SILVA";"GERMANO JUNIOR";"PSD";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Não eleito";"0";"9100";"0";"02/10/2016 18:06:56"
"RN";"ALMINO AFONSO";"Prefeito";"15";"WALDÊNIO CARLOS BELARMINO DE AMORIM";"WALDÊNIO AMORIM";"PMDB";"PMDB / PSDB";"1";"Eleito";"2826";"4248";"66,53";"02/10/2016 19:40:10"
"RN";"ALMINO AFONSO";"Prefeito";"55";"FRANCISCO GODEIRO CARLOS NETO";"GODEIRO";"PSD";"PSD / PSC / PSB";"1";"Não eleito";"1177";"4248";"27,71";"02/10/2016 19:40:10"
"RN";"ALMINO AFONSO";"Prefeito";"22";"RUMENIGG JOSE DANTAS DE ALMEIDA";"RUBINHO";"PR";"PC do B / PR";"1";"Não eleito";"198";"4248";"4,66";"02/10/2016 19:40:10"
"RN";"ALMINO AFONSO";"Prefeito";"10";"VALDENILSON SEVERINO DA SILVA";"ZECA";"PRB";"PRB";"1";"Não eleito";"47";"4248";"1,11";"02/10/2016 19:40:10"
"RN";"ALMINO AFONSO";"Vereador";"15222";"JOSÉ ALVES PONTES FILHO";"JUNIOR DE MOURÃO";"PMDB";"PMDB / PSDB";"1";"Eleito";"631";"4362";"14,47";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"45601";"AURINILSON LEÃO CARLOS FILHO";"DODÓ";"PSDB";"PMDB / PSDB";"1";"Eleito";"440";"4362";"10,09";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"15888";"EDER DA SILVA FREITAS";"NENÉM DE DAMIÃO";"PMDB";"PMDB / PSDB";"1";"Eleito";"342";"4362";"7,84";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"45888";"JOSÉ ADERSON ALVES";"ZÉ ADERSON";"PSDB";"PMDB / PSDB";"1";"Eleito";"316";"4362";"7,24";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"22333";"FRANCISCO ALGUSTO DE QUEIROZ";"ALGUSTO QUEIROZ";"PR";"PC do B / PR";"1";"Não eleito";"301";"4362";"6,9";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"40111";"JORGE BATISTA TORRES";"JORGE TORRES";"PSB";"PSD / PSC / PSB";"1";"Eleito";"301";"4362";"6,9";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"15000";"FRANCISCO DAS CHAGAS CARLOS";"CHICO DE CILDA";"PMDB";"PMDB / PSDB";"1";"Eleito";"297";"4362";"6,81";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"55555";"ALEXANDRE MAYKEL ALMEIDA EVANGELISTA";"ALEXANDRE EVANGELISTA";"PSD";"PSD / PSC / PSB";"1";"Eleito";"286";"4362";"6,56";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"15678";"ANTONIO REGICELIO ALVES DE OLIVEIRA";"CELINHO";"PMDB";"PMDB / PSDB";"1";"Eleito";"275";"4362";"6,3";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"15123";"METUZAEL FERREIRA DA SILVA";"METU";"PMDB";"PMDB / PSDB";"1";"Eleito";"255";"4362";"5,85";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"55000";"ANTONIO CARLOS NETO";"ANTONIO NETO";"PSD";"PSD / PSC / PSB";"1";"Suplente";"245";"4362";"5,62";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"15111";"KALINE CRISTIANE FERREIRA DE ANDRADE AMORIM";"KALINE DE DR. BERNARDO";"PMDB";"PMDB / PSDB";"1";"Suplente";"146";"4362";"3,35";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"15555";"ALDI MONTEIRO CARLOS ARAUJO";"ALDI";"PMDB";"PMDB / PSDB";"1";"Suplente";"118";"4362";"2,71";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"65555";"ANA BARBARA CARLOS PAIVA";"ANA BARBARA";"PC do B";"PC do B / PR";"1";"Não eleito";"92";"4362";"2,11";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"55123";"ANTONIO NUNES DE ARAUJO JUNIOR";"JUNIOR NUNES";"PSD";"PSD / PSC / PSB";"1";"Suplente";"47";"4362";"1,08";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"22123";"FRANCISCO DAS CHAGAS DANTAS";"CHAGAS DO SINDICATO";"PR";"PC do B / PR";"1";"Não eleito";"27";"4362";",62";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"22222";"FRANCISCO FREIRE DA SILVA";"IRMÃO CHICO";"PR";"PC do B / PR";"1";"Não eleito";"25";"4362";",57";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"55222";"MARIA ALVANIR CARLOS MAIA";"MARIA ALVANIR";"PSD";"PSD / PSC / PSB";"1";"Suplente";"25";"4362";",57";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"55789";"ADENILSON GUEDES BASILIO";"CHICO PRETO";"PSD";"PSD / PSC / PSB";"1";"Suplente";"3";"4362";",07";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"20000";"MARIA SUILHE DA SILVA CARLOS";"SUILHE CARLOS";"PSC";"PSD / PSC / PSB";"1";"Suplente";"1";"4362";",02";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"20123";"DELIAN CARLOS DE ARAUJO";"DELIAN CARLOS";"PSC";"PSD / PSC / PSB";"1";"Suplente";"1";"4362";",02";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"65444";"FRANCISCO CLEILSON CARLOS DE ARAUJO";"CLEILSON CARLOS";"PC do B";"PC do B / PR";"1";"Não eleito";"0";"4362";"0";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"22178";"FRANCISCA DANTAS ALMEIDA";"MOCINHA";"PR";"PC do B / PR";"1";"Não eleito";"0";"4362";"0";"02/10/2016 19:40:14"
"RN";"ALMINO AFONSO";"Vereador";"15999";"LEYNA LYCIA CORDEIRO EVANGELISTA";"LEYNA LYCIA";"PMDB";"PMDB / PSDB";"1";"Suplente";"0";"4362";"0";"02/10/2016 19:40:14"
"RN";"ALTO DO RODRIGUES";"Prefeito";"25";"ABELARDO RODRIGUES FILHO";"ABELARDO RODRIGUES";"DEM";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Eleito";"5209";"9748";"53,44";"02/10/2016 21:33:27"
"RN";"ALTO DO RODRIGUES";"Prefeito";"55";"JAQUELINE VIEIRA XAVIER DA COSTA MEDEIROS";"JAQUELINE MEDEIROS";"PSD";"PSD / PC do B";"1";"Não eleito";"4508";"9748";"46,25";"02/10/2016 21:33:27"
"RN";"ALTO DO RODRIGUES";"Prefeito";"43";"JOSE BEZERRA DE OLIVEIRA";"OLIVEIRA CABEÇÃO";"PV";"PV";"1";"Não eleito";"31";"9748";",32";"02/10/2016 21:33:27"
"RN";"ALTO DO RODRIGUES";"Vereador";"25610";"NIXON DA SILVA BARACHO";"NIXON";"DEM";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Eleito";"756";"9737";"7,76";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"11002";"FRANCISCO PEREIRA DANTAS";"CHICO DO BODE";"PP";"PP / PMB / PSC / PTN";"1";"Eleito";"726";"9737";"7,46";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"25666";"PEDRO EUGÊNIO MARTINS DE SENA";"PEDRO EUGÊNIO";"DEM";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Eleito";"724";"9737";"7,44";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"25777";"JOSÉ ITAMAR DOS SANTOS";"ZÉ PEDRO";"DEM";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Eleito";"602";"9737";"6,18";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"10123";"ANDRÉ GUSTAVO DE MELO GUEDES";"ANDRÉ MAGELA";"PRB";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Eleito";"574";"9737";"5,9";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"15123";"JOSE IVANALDO PINHEIRO";"ZÉ DE ZECA";"PMDB";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Eleito";"557";"9737";"5,72";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"55555";"RENAN SANTOS MELO";"RENAN MELO";"PSD";"PSD / PC do B";"1";"Eleito";"552";"9737";"5,67";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"11111";"MAGNUS ROBERTO ASSIS DE MEDEIROS SOBRINHO";"MAGNUS MEDEIROS";"PP";"PP / PMB / PSC / PTN";"1";"Eleito";"518";"9737";"5,32";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"25111";"JOCITAN RIBEIRO DE SALES";"IRMÃO JOCITAN";"DEM";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Suplente";"476";"9737";"4,89";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"55333";"JOAO BATISTA FERNANDES DE CARVALHO";"BATISTA DE ZÉ DE CÍCERO";"PSD";"PSD / PC do B";"1";"Eleito";"440";"9737";"4,52";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"15555";"EDILÂNDIA FERREIRA MULATINHO";"INA MULATINHO";"PMDB";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Suplente";"410";"9737";"4,21";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"19999";"ANTONIO LEAO FERNANDES NETO";"LOBÃO";"PTN";"PP / PMB / PSC / PTN";"1";"Suplente";"348";"9737";"3,57";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"55000";"FRANCISCO ANTONIO NUNES DE MELO";"NEGUINHO";"PSD";"PSD / PC do B";"1";"Suplente";"331";"9737";"3,4";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"25555";"MANOEL ASSUNÇÃO CUNHA";"MANOELZINHO";"DEM";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Suplente";"314";"9737";"3,22";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"11000";"TAILDO DO NASCIMENTO BARROS";"TAILDO BARROS";"PP";"PP / PMB / PSC / PTN";"1";"Suplente";"284";"9737";"2,92";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"25222";"MARLENE MARIA DOS SANTOS SILVA";"MARLENE DE BÃO";"DEM";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Suplente";"277";"9737";"2,84";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"35555";"CILEA CAETANO DE LEMOS SILVA";"CILEA CAETANO";"PMB";"PP / PMB / PSC / PTN";"1";"Suplente";"184";"9737";"1,89";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"55222";"DIEGO MARCELINO DE MELO";"DIEGO";"PSD";"PSD / PC do B";"1";"Suplente";"135";"9737";"1,39";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"25333";"FRANCISCO CANINDÉ FRANÇA DE SOUSA";"CANINDÉ";"DEM";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Suplente";"121";"9737";"1,24";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"55567";"JOAO MARIA JACOME RIBEIRO";"VINHÓ";"PSD";"PSD / PC do B";"1";"Suplente";"113";"9737";"1,16";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"25127";"FRANCISCO DE ASSIS FILHO";"FIFI";"DEM";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Suplente";"103";"9737";"1,06";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"55234";"FRANCISCO MANOEL DA SILVA";"MARRONZINHO";"PSD";"PSD / PC do B";"1";"Suplente";"90";"9737";",92";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"11123";"FRANCISCO FIRMINO JUNIOR";"JUNIOR DE CHICO PEQUENO";"PP";"PP / PMB / PSC / PTN";"1";"Suplente";"88";"9737";",9";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"40777";"FRANCISCO ALEX SANDRO RODRIGUES ARAÚJO";"IRMÃO ALEX";"PSB";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Suplente";"72";"9737";",74";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"25444";"JOSÉ DE ARIMATEIA FERREIRA DA CUNHA";"DEDÉ LOUCURA";"DEM";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Suplente";"61";"9737";",63";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"11555";"MAXMILIANO OLIVEIRA DE MELO";"MAX DE CHICO ELIZEU";"PP";"PP / PMB / PSC / PTN";"1";"Suplente";"61";"9737";",63";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"25000";"ALMIR SIQUEIRA DE SOUZA JÚNIOR";"JÚNIOR DE ALMIR";"DEM";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Suplente";"58";"9737";",6";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"55777";"MARIA LUCIA CUNHA DA SILVA SANTOS";"LUCIA DO ONIBUS";"PSD";"PSD / PC do B";"1";"Suplente";"57";"9737";",59";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"55444";"EVERTON DOS SANTOS PEREIRA";"NENEN DE VITAL";"PSD";"PSD / PC do B";"1";"Suplente";"52";"9737";",53";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"20000";"WENDEL DE MOURA RODRIGUES";"WENDEL DE OLEGARIO";"PSC";"PP / PMB / PSC / PTN";"1";"Suplente";"48";"9737";",49";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"55123";"SILVAN HELIO FEITOSA";"BOGILA";"PSD";"PSD / PC do B";"1";"Suplente";"47";"9737";",48";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"25123";"SANDRA MARIA SIQUEIRA DO NASCIMENTO";"SANDRA MIX";"DEM";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Suplente";"31";"9737";",32";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"15133";"ANTONIO PEDRO CAVALVANTE";"CAVALCANTE";"PMDB";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Suplente";"22";"9737";",23";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"15666";"RANICLEIDE RODRIGUES DA SILVA";"RANICLEIDE";"PMDB";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Suplente";"19";"9737";",2";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"25223";"LUCY CARLA FERNANDES LIMA";"LUCY CARLA";"DEM";"DEM / PMDB / PR / PSB / SD / PROS / PEN / PRB";"1";"Suplente";"18";"9737";",18";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"35000";"REGINA CELIA ASSIS DE MEDEIROS";"REGINA MEDEIROS";"PMB";"PP / PMB / PSC / PTN";"1";"Suplente";"3";"9737";",03";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"55111";"JESSICA NOBRE DA SILVA";"JESSICA NOBRE";"PSD";"PSD / PC do B";"1";"Suplente";"3";"9737";",03";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"11222";"JOZIVANIA SEIXAS DE SA";"JOSINHA";"PP";"PP / PMB / PSC / PTN";"1";"Suplente";"3";"9737";",03";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"55890";"EDILENE ROCHA DE MEDEIROS FREIRE";"EDILENE ROCHA";"PSD";"PSD / PC do B";"1";"Suplente";"2";"9737";",02";"05/11/2018 17:18:48"
"RN";"ALTO DO RODRIGUES";"Vereador";"55991";"MARIA CAROLINE DE SOUZA";"CAROL DE ME";"PSD";"PSD / PC do B";"1";"Suplente";"0";"9737";"0";"05/11/2018 17:18:48"
"RN";"ANGICOS";"Prefeito";"45";"DEUSDETE GOMES DE BARROS";"DEUSDETE";"PSDB";"PSDB / PMDB / PDT / PR";"1";"Eleito";"3770";"4261";"88,48";"02/10/2016 18:53:48"
"RN";"ANGICOS";"Prefeito";"65";"FRANCISCO BATISTA FILHO";"JUNIOR DE CHICOLA";"PC do B";"PTB / PRB / PSC / PT / PC do B";"1";"Não eleito";"353";"4261";"8,28";"02/10/2016 18:53:48"
"RN";"ANGICOS";"Prefeito";"50";"MODESTO CORNÉLIO BATISTA NETO";"MODESTO NETO";"PSOL";"PSOL";"1";"Não eleito";"138";"4261";"3,24";"02/10/2016 18:53:48"
"RN";"ANGICOS";"Prefeito";"40";"RONALDO DE OLIVEIRA TEIXEIRA";"DR. RONALDO";"PSB";"DEM / PSB / PEN / PSD";"1";"Não eleito";"0";"4261";"0";"02/10/2016 18:53:48"
"RN";"ANGICOS";"Vereador";"15678";"MARCOS ANTONIO DE MACEDO";"MARCOS LOLO";"PMDB";"PSDB / PMDB / PDT / PR";"1";"Eleito";"766";"7895";"9,7";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"15555";"EDILEUZA PALHARES LOPES";"EDILEUZA PALHARES";"PMDB";"PSDB / PMDB / PDT / PR";"1";"Eleito";"742";"7895";"9,4";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"40123";"JALMIR DANTAS DE ARAUJO";"JALMIR";"PSB";"DEM / PSB / PEN / PSD";"1";"Eleito";"605";"7895";"7,66";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"45000";"NIVALDO NICERIO GOMES";"NIVALDO GOMES";"PSDB";"PSDB / PMDB / PDT / PR";"1";"Eleito";"591";"7895";"7,49";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"45333";"JOSE EDILSON MACIEL";"NETO MACIEL";"PSDB";"PSDB / PMDB / PDT / PR";"1";"Eleito";"565";"7895";"7,16";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"15111";"FELIPE TIAGO CARVALHO DE ARAUJO BRAGA";"TIAGO BRAGA";"PMDB";"PSDB / PMDB / PDT / PR";"1";"Eleito";"521";"7895";"6,6";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"45444";"CLOVES TIBÚRCIO DA COSTA";"CLOVES TIBÚRCIO";"PSDB";"PSDB / PMDB / PDT / PR";"1";"Eleito";"497";"7895";"6,3";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"45555";"NATALY DA CUNHA FELIPE DE SOUZA";"NATALY FELIPE";"PSDB";"PSDB / PMDB / PDT / PR";"1";"Eleito";"487";"7895";"6,17";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"55123";"KATIA SILENE DA SILVA";"KATIA DE DEDA";"PSD";"DEM / PSB / PEN / PSD";"1";"Eleito";"470";"7895";"5,95";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"45222";"LEONEL RIBEIRO NETO";"NETO DE DEZIN";"PSDB";"PSDB / PMDB / PDT / PR";"1";"Suplente";"294";"7895";"3,72";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"45610";"ADONIAS TEODORO RODRIGUES BARACHO FILHO";"NI";"PSDB";"PSDB / PMDB / PDT / PR";"1";"Suplente";"279";"7895";"3,53";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"12222";"JOSE MARIO SOARES FILHO";"MARINHO";"PDT";"PSDB / PMDB / PDT / PR";"1";"Suplente";"262";"7895";"3,32";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"40456";"MANUEL AVELINO DA TRINDADE FILHO";"MANUEL TRINDADE";"PSB";"DEM / PSB / PEN / PSD";"1";"Suplente";"186";"7895";"2,36";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"45111";"CARLA SORAIA DA COSTA SÁ";"SORAIA DE NILDO DO CABUGI";"PSDB";"PSDB / PMDB / PDT / PR";"1";"Suplente";"183";"7895";"2,32";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"15333";"SIMONE EUGENIA SOUZA";"SIMONE EUGENIA";"PMDB";"PSDB / PMDB / PDT / PR";"1";"Suplente";"172";"7895";"2,18";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"13333";"MARIA IVANEIDE LOPES DE ARAUJO";"IVANEIDE";"PT";"PTB / PRB / PSC / PT / PC do B";"1";"Não eleito";"166";"7895";"2,1";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"55000";"ELIZETE MARTINS CORREIA";"ELIZETE DE ANA DO BARRACO";"PSD";"DEM / PSB / PEN / PSD";"1";"Suplente";"116";"7895";"1,47";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"13555";"JOSE LEAO CAVALCANTE";"ZE LEAO";"PT";"PTB / PRB / PSC / PT / PC do B";"1";"Não eleito";"115";"7895";"1,46";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"25000";"CREUZA BATISTA PEREIRA";"CREUZA BATISTA";"DEM";"DEM / PSB / PEN / PSD";"1";"Suplente";"110";"7895";"1,39";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"14444";"FRANCISCO DE ASSIS GOMES DOS SANTOS";"DIA GOMES";"PTB";"PTB / PRB / PSC / PT / PC do B";"1";"Não eleito";"67";"7895";",85";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"14000";"RENATO MIKAEL DA CRUZ COSTA";"RENATO COSTA";"PTB";"PTB / PRB / PSC / PT / PC do B";"1";"Não eleito";"59";"7895";",75";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"65123";"MANOEL ALEQUISANDRO DA SILVA";"NETO DE GRAÇA DE MAGA";"PC do B";"PTB / PRB / PSC / PT / PC do B";"1";"Não eleito";"54";"7895";",68";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"50500";"JOÃO MARIA ROCHA";"JOÃO ROCHA";"PSOL";"PSOL";"1";"Não eleito";"29";"7895";",37";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"50000";"MARIA JOSÉ FERREIRA BATISTA";"PROFESSORA MARIA";"PSOL";"PSOL";"1";"Não eleito";"25";"7895";",32";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"55666";"LAZARO MARCOS RODRIGUES";"LAZARO RODRIGUES";"PSD";"DEM / PSB / PEN / PSD";"1";"Suplente";"17";"7895";",22";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"65555";"KELIANE FARIAS DE JESUS";"KELIANE DO GELE";"PC do B";"PTB / PRB / PSC / PT / PC do B";"1";"Não eleito";"16";"7895";",2";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"13000";"SAMARA TUENE DE LIMA SIMOES";"SAMARA";"PT";"PTB / PRB / PSC / PT / PC do B";"1";"Não eleito";"2";"7895";",03";"02/10/2016 18:53:52"
"RN";"ANGICOS";"Vereador";"20111";"JOSE DOS NAVEGANTES DOS SANTOS";"PEQUENO COSME";"PSC";"PTB / PRB / PSC / PT / PC do B";"1";"Não eleito";"0";"7895";"0";"02/10/2016 18:53:52"
"RN";"ANTÔNIO MARTINS";"Prefeito";"55";"JORGE VINICIUS DE OLIVEIRA FERNANDES";"JORGINHO";"PSD";"PHS / PSD";"1";"Eleito";"2729";"4791";"56,96";"16/11/2016 15:18:12"
"RN";"ANTÔNIO MARTINS";"Prefeito";"28";"JOAO VENANCIO FERREIRA";"JOAO VENANCIO";"PRTB";"PRTB / PMDB / PR / PC do B";"1";"Não eleito";"2062";"4791";"43,04";"16/11/2016 15:18:12"
"RN";"ANTÔNIO MARTINS";"Vereador";"22222";"IRANDIR NUNES DE OLIVEIRA";"BIO";"PR";"PRTB / PMDB / PR / PC do B";"1";"Eleito";"693";"4893";"14,16";"02/10/2016 19:02:11"
"RN";"ANTÔNIO MARTINS";"Vereador";"12222";"ALEXANDRINA MARIA DE OLIVEIRA NETA";"ALEXANDRA MOREIRA";"PDT";"PDT";"1";"Eleito";"553";"4893";"11,3";"02/10/2016 19:02:11"
"RN";"ANTÔNIO MARTINS";"Vereador";"55222";"FRANCISCO REGINALDO DE OLIVEIRA";"NOVO DE CIRIACO";"PSD";"PHS / PSD";"1";"Eleito";"546";"4893";"11,16";"02/10/2016 19:02:11"
"RN";"ANTÔNIO MARTINS";"Vereador";"31000";"ALDEISA LEMOS DA SILVA";"LILA LEMOS";"PHS";"PHS / PSD";"1";"Eleito";"451";"4893";"9,22";"02/10/2016 19:02:11"
"RN";"ANTÔNIO MARTINS";"Vereador";"55555";"JHONATAN FERNANDES DE MESQUITA";"DONDON";"PSD";"PHS / PSD";"1";"Eleito";"446";"4893";"9,12";"02/10/2016 19:02:11"
"RN";"ANTÔNIO MARTINS";"Vereador";"55666";"ANAILSON OLIVEIRA NUNES";"ANAILSON";"PSD";"PHS / PSD";"1";"Eleito";"423";"4893";"8,65";"02/10/2016 19:02:11"
